created_at,entry_id,field1,field2,field3,field4,field5,field6
2023-06-16T21:26:58Z,181222,13.60,26.60,40.31,64.80,37.10,17
2023-06-16T21:27:18Z,181223,13.90,28.20,40.31,64.70,37.20,14
2023-06-16T21:27:37Z,181224,12.90,28.90,40.31,64.50,37.40,16
2023-06-16T21:27:56Z,181225,13.60,28.70,40.31,64.70,37.40,16
2023-06-16T21:28:16Z,181226,13.70,29.90,40.31,64.50,37.40,15
2023-06-16T21:28:35Z,181227,13.80,29.70,40.31,,,
2023-06-16T21:28:55Z,181228,13.30,28.20,40.31,64.60,37.40,15
2023-06-16T21:29:14Z,181229,13.10,31.10,40.31,64.60,37.40,16
2023-06-16T21:29:34Z,181230,13.50,31.90,40.31,64.40,37.40,16
2023-06-16T21:29:53Z,181231,13.40,28.40,40.31,64.50,37.50,15
2023-06-16T21:30:12Z,181232,13.60,30.20,40.31,64.30,37.30,16
2023-06-16T21:30:32Z,181233,14.20,33.60,40.31,64.00,37.50,16
2023-06-16T21:30:51Z,181234,14.60,34.10,40.31,64.30,37.50,16
2023-06-16T21:31:11Z,181235,14.10,34.00,40.31,64.50,37.40,16
2023-06-16T21:31:30Z,181236,13.90,34.50,40.31,64.70,37.30,16
2023-06-16T21:31:49Z,181237,13.80,31.50,40.31,64.60,37.10,16
2023-06-16T21:32:09Z,181238,13.90,27.60,40.31,64.40,37.30,14
2023-06-16T21:32:28Z,181239,14.00,28.00,40.31,64.60,37.30,16
2023-06-16T21:32:47Z,181240,14.10,30.00,40.31,65.90,37.30,17
2023-06-16T21:33:07Z,181241,13.90,31.50,40.31,64.70,37.30,14
2023-06-16T21:33:26Z,181242,13.80,30.20,40.31,65.10,37.10,16
2023-06-16T21:33:46Z,181243,13.40,31.70,40.31,65.00,37.10,15
2023-06-16T21:34:05Z,181244,13.30,30.90,40.31,64.90,37.30,15
2023-06-16T21:34:24Z,181245,13.20,31.20,40.31,65.00,37.20,13
2023-06-16T21:34:44Z,181246,13.90,31.30,40.31,65.00,37.40,16
2023-06-16T21:35:03Z,181247,14.50,30.00,40.31,65.00,37.10,16
2023-06-16T21:35:22Z,181248,14.60,30.80,40.31,64.70,37.30,16
2023-06-16T21:35:42Z,181249,15.00,29.30,40.31,64.50,37.30,15
2023-06-16T21:36:01Z,181250,14.60,30.30,40.31,64.70,37.40,17
2023-06-16T21:36:20Z,181251,14.80,32.00,40.31,64.80,37.40,16
2023-06-16T21:36:40Z,181252,14.60,30.50,40.31,64.80,37.50,16
2023-06-16T21:36:59Z,181253,14.10,29.10,40.31,64.70,37.40,16
2023-06-16T21:37:19Z,181254,14.70,30.90,40.31,64.70,36.80,15
2023-06-16T21:37:38Z,181255,14.90,31.40,40.31,64.70,37.30,14
2023-06-16T21:37:57Z,181256,14.60,31.50,40.31,64.70,37.30,16
2023-06-16T21:38:17Z,181257,14.00,29.70,40.31,64.90,37.30,15
2023-06-16T21:38:36Z,181258,13.80,31.80,40.31,64.90,37.30,17
2023-06-16T21:38:55Z,181259,13.80,32.90,40.31,65.00,37.20,15
2023-06-16T21:39:15Z,181260,15.00,34.20,40.31,64.80,37.30,16
2023-06-16T21:39:34Z,181261,15.10,35.00,40.25,65.20,37.20,16
2023-06-16T21:39:54Z,181262,14.60,30.40,40.31,65.10,37.10,16
2023-06-16T21:40:13Z,181263,14.50,31.00,40.31,64.80,37.90,16
2023-06-16T21:40:32Z,181264,15.70,33.80,40.31,65.20,37.10,16
2023-06-16T21:40:52Z,181265,15.30,35.40,40.31,65.20,37.30,14
2023-06-16T21:41:11Z,181266,14.60,32.20,40.31,65.10,37.20,15
2023-06-16T21:41:30Z,181267,14.90,31.80,40.31,64.90,37.40,15
2023-06-16T21:41:50Z,181268,15.40,33.20,40.31,64.80,37.50,15
2023-06-16T21:42:09Z,181269,15.00,29.60,40.25,65.50,37.40,18
2023-06-16T21:42:28Z,181270,14.60,29.40,40.31,64.70,37.30,17
2023-06-16T21:42:48Z,181271,15.10,32.90,40.25,64.60,37.30,14
2023-06-16T21:43:07Z,181272,15.70,33.70,40.31,64.90,37.40,17
2023-06-16T21:43:27Z,181273,15.40,34.40,40.31,64.90,37.20,16
2023-06-16T21:43:46Z,181274,15.20,33.20,40.31,65.10,37.30,16
2023-06-16T21:44:05Z,181275,15.20,31.20,40.31,65.10,37.20,14
2023-06-16T21:44:25Z,181276,16.60,31.60,40.25,65.00,37.30,13
2023-06-16T21:44:44Z,181277,16.70,31.00,40.25,65.30,37.30,15
2023-06-16T21:45:03Z,181278,16.40,28.90,40.31,64.80,37.60,16
2023-06-16T21:45:23Z,181279,16.00,29.10,40.31,64.70,37.30,15
2023-06-16T21:45:42Z,181280,15.60,32.00,40.25,64.70,37.40,15
2023-06-16T21:46:02Z,181281,15.40,33.90,40.25,64.70,37.40,14
2023-06-16T21:46:21Z,181282,16.20,31.60,40.25,64.70,37.40,15
2023-06-16T21:46:40Z,181283,16.00,31.30,40.31,64.50,37.50,16
2023-06-16T21:47:00Z,181284,15.50,31.40,40.31,64.60,37.30,14
2023-06-16T21:47:19Z,181285,15.90,33.00,40.25,64.50,37.50,16
2023-06-16T21:47:38Z,181286,16.70,34.70,40.31,64.40,37.50,16
2023-06-16T21:47:58Z,181287,16.60,32.70,40.25,64.60,37.30,16
2023-06-16T21:48:17Z,181288,16.40,35.60,40.25,64.60,37.40,14
2023-06-16T21:48:37Z,181289,15.50,32.60,40.31,64.20,37.60,14
2023-06-16T21:48:56Z,181290,15.10,28.70,40.25,64.20,37.50,14
2023-06-16T21:49:15Z,181291,15.60,29.70,40.31,64.30,37.30,17
2023-06-16T21:49:35Z,181292,15.30,30.90,40.31,64.40,37.40,17
2023-06-16T21:49:54Z,181293,15.40,28.70,40.25,64.40,37.50,16
2023-06-16T21:50:14Z,181294,15.20,32.00,40.25,64.20,37.50,16
2023-06-16T21:50:33Z,181295,15.60,30.10,40.25,64.30,37.40,15
2023-06-16T21:50:52Z,181296,15.30,30.90,40.31,64.10,37.50,15
2023-06-16T21:51:12Z,181297,14.90,30.50,40.31,64.40,37.60,14
2023-06-16T21:51:31Z,181298,14.90,27.60,40.31,64.30,37.40,15
2023-06-16T21:51:51Z,181299,15.00,31.20,40.31,64.20,37.40,15
2023-06-16T21:52:10Z,181300,15.40,30.70,40.25,64.10,37.50,15
2023-06-16T21:52:30Z,181301,16.00,32.10,40.31,64.00,37.60,14
2023-06-16T21:52:49Z,181302,15.50,29.70,40.31,64.30,37.60,16
2023-06-16T21:53:08Z,181303,15.80,30.10,40.31,64.30,37.40,16
2023-06-16T21:53:28Z,181304,15.80,32.40,40.31,63.90,37.60,18
2023-06-16T21:53:47Z,181305,15.50,30.00,40.31,64.30,37.50,17
2023-06-16T21:54:07Z,181306,15.40,33.10,40.31,64.40,37.40,17
2023-06-16T21:54:26Z,181307,15.30,32.10,40.25,64.20,37.40,17
2023-06-16T21:54:45Z,181308,14.80,33.60,40.31,64.10,37.50,15
2023-06-16T21:55:05Z,181309,14.60,27.90,40.31,64.50,37.50,17
2023-06-16T21:55:24Z,181310,14.40,29.60,40.31,64.60,37.30,14
2023-06-16T21:55:44Z,181311,14.80,31.70,40.25,64.40,37.30,16
2023-06-16T21:56:03Z,181312,15.40,34.50,40.31,64.40,37.50,15
2023-06-16T21:56:23Z,181313,15.20,30.60,40.25,64.40,37.60,14
2023-06-16T21:56:42Z,181314,15.50,31.90,40.31,64.20,37.40,15
2023-06-16T21:57:01Z,181315,15.70,30.70,40.31,64.40,37.40,15
2023-06-16T21:57:21Z,181316,16.50,31.90,40.31,64.50,37.50,13
2023-06-16T21:57:40Z,181317,15.90,32.40,40.31,64.60,37.50,16
2023-06-16T21:58:00Z,181318,15.40,32.20,40.31,64.70,37.30,14
2023-06-16T21:58:19Z,181319,14.90,30.90,40.31,64.20,37.60,14
2023-06-16T21:58:38Z,181320,16.20,35.40,40.31,64.60,37.60,18
2023-06-16T21:58:58Z,181321,15.90,33.90,40.31,,,
2023-06-16T21:59:17Z,181322,15.40,32.60,40.31,64.60,37.40,16
2023-06-16T21:59:37Z,181323,15.00,33.60,40.31,64.30,37.50,15
2023-06-16T22:00:16Z,181324,16.00,33.30,40.31,64.30,37.60,16
2023-06-16T22:00:35Z,181325,16.20,33.70,40.31,64.10,37.50,15
2023-06-16T22:00:54Z,181326,15.90,29.50,40.31,64.00,37.50,16
2023-06-16T22:01:14Z,181327,15.50,30.50,40.31,64.30,37.50,15
2023-06-16T22:01:33Z,181328,15.50,29.00,40.31,64.20,37.30,16
2023-06-16T22:01:53Z,181329,16.30,32.60,40.31,64.40,37.40,16
2023-06-16T22:02:12Z,181330,15.90,32.70,40.31,64.40,37.60,16
2023-06-16T22:02:31Z,181331,15.40,31.30,40.31,64.50,37.40,14
2023-06-16T22:02:51Z,181332,16.40,28.60,40.25,64.30,37.60,16
2023-06-16T22:03:10Z,181333,16.30,28.70,40.25,64.20,37.40,15
2023-06-16T22:03:29Z,181334,16.00,30.80,40.31,64.20,37.70,16
2023-06-16T22:03:49Z,181335,15.60,31.70,40.31,64.00,37.50,15
2023-06-16T22:04:08Z,181336,15.40,32.40,40.25,64.20,37.40,18
2023-06-16T22:04:28Z,181337,15.70,28.80,40.31,64.20,37.40,14
2023-06-16T22:04:47Z,181338,16.20,29.80,40.31,64.30,37.50,16
2023-06-16T22:05:06Z,181339,16.70,30.60,40.31,64.10,37.50,18
2023-06-16T22:05:26Z,181340,16.40,31.70,40.31,64.20,37.50,17
2023-06-16T22:05:45Z,181341,16.00,31.00,40.31,64.30,37.60,16
2023-06-16T22:06:05Z,181342,16.10,30.10,40.31,64.40,37.60,15
2023-06-16T22:06:24Z,181343,15.50,27.30,40.31,64.20,37.60,16
2023-06-16T22:06:43Z,181344,15.00,29.50,40.31,64.20,37.50,14
2023-06-16T22:07:03Z,181345,15.00,30.00,40.31,64.60,37.40,16
2023-06-16T22:07:22Z,181346,15.20,29.80,40.31,64.30,37.60,15
2023-06-16T22:07:41Z,181347,14.50,29.20,40.31,64.60,37.40,16
2023-06-16T22:08:01Z,181348,14.90,31.90,40.31,64.30,37.60,15
2023-06-16T22:08:20Z,181349,14.90,28.30,40.31,64.80,37.50,16
2023-06-16T22:08:40Z,181350,15.00,29.60,40.31,64.50,37.50,14
2023-06-16T22:08:59Z,181351,14.50,30.30,40.31,64.40,37.50,16
2023-06-16T22:09:18Z,181352,14.40,27.50,40.31,64.50,37.60,16
2023-06-16T22:09:38Z,181353,15.10,28.40,40.31,64.40,37.60,17
2023-06-16T22:09:57Z,181354,14.70,29.80,40.31,65.00,37.40,15
2023-06-16T22:10:17Z,181355,14.70,31.00,40.31,64.80,37.50,15
2023-06-16T22:10:36Z,181356,15.20,30.40,40.31,64.50,37.60,16
2023-06-16T22:10:55Z,181357,14.90,30.80,40.31,64.50,37.50,17
2023-06-16T22:11:15Z,181358,14.40,26.80,40.31,64.40,37.60,14
2023-06-16T22:11:34Z,181359,14.40,29.60,40.31,64.30,37.50,16
2023-06-16T22:11:53Z,181360,13.70,28.50,40.31,64.60,37.50,18
2023-06-16T22:12:13Z,181361,13.60,29.10,40.31,64.40,37.60,15
2023-06-16T22:12:32Z,181362,14.50,31.00,40.31,64.70,37.50,14
2023-06-16T22:12:52Z,181363,13.90,26.80,40.25,64.40,37.50,14
2023-06-16T22:13:11Z,181364,14.10,28.80,40.31,64.70,37.40,17
2023-06-16T22:13:30Z,181365,14.10,26.80,40.31,64.70,37.30,16
2023-06-16T22:13:50Z,181366,13.70,25.60,40.31,64.30,37.50,16
2023-06-16T22:14:09Z,181367,14.10,29.70,40.31,64.40,37.50,17
2023-06-16T22:14:29Z,181368,13.80,26.70,40.31,64.30,37.50,16
2023-06-16T22:14:48Z,181369,13.30,25.10,40.31,64.50,37.60,15
2023-06-16T22:15:07Z,181370,13.30,24.80,40.31,64.40,37.60,15
2023-06-16T22:15:27Z,181371,13.80,25.30,40.31,64.30,37.50,16
2023-06-16T22:15:46Z,181372,14.00,26.20,40.31,64.60,37.30,14
2023-06-16T22:16:05Z,181373,13.70,28.50,40.31,64.90,37.40,16
2023-06-16T22:16:25Z,181374,13.60,27.30,40.31,64.80,37.50,15
2023-06-16T22:16:44Z,181375,13.50,25.10,40.31,65.00,37.40,16
2023-06-16T22:17:03Z,181376,13.40,26.60,40.31,64.90,37.50,14
2023-06-16T22:17:23Z,181377,13.70,25.70,40.31,65.10,37.30,15
2023-06-16T22:17:43Z,181378,13.90,26.20,40.31,64.90,37.40,15
2023-06-16T22:18:02Z,181379,14.00,25.10,40.31,64.90,37.50,18
2023-06-16T22:18:21Z,181380,14.30,25.60,40.31,65.00,37.50,15
2023-06-16T22:18:41Z,181381,14.50,25.80,40.31,65.00,37.30,17
2023-06-16T22:19:00Z,181382,14.00,29.30,40.31,65.10,37.50,16
2023-06-16T22:19:20Z,181383,13.90,28.50,40.31,65.40,37.40,14
2023-06-16T22:19:39Z,181384,14.00,26.50,40.25,65.50,37.20,16
2023-06-16T22:19:58Z,181385,13.60,26.40,40.31,65.40,37.40,16
2023-06-16T22:20:18Z,181386,13.40,23.40,40.25,65.10,37.30,16
2023-06-16T22:20:37Z,181387,13.80,26.30,40.31,65.20,37.50,15
2023-06-16T22:20:56Z,181388,14.30,29.10,40.31,65.20,37.50,16
2023-06-16T22:21:16Z,181389,14.20,27.40,40.31,65.10,37.30,16
2023-06-16T22:21:35Z,181390,14.10,27.10,40.25,65.10,37.50,16
2023-06-16T22:21:55Z,181391,13.60,24.50,40.31,65.00,37.50,15
2023-06-16T22:22:14Z,181392,13.20,21.30,40.31,64.90,37.50,16
2023-06-16T22:22:33Z,181393,13.20,22.80,40.25,64.80,37.30,16
2023-06-16T22:22:53Z,181394,14.10,25.50,40.25,65.00,37.40,16
2023-06-16T22:23:12Z,181395,14.30,26.20,40.25,64.90,37.50,15
2023-06-16T22:23:31Z,181396,13.50,27.70,40.25,65.10,37.60,15
2023-06-16T22:23:51Z,181397,13.20,25.90,40.31,64.90,37.50,14
2023-06-16T22:24:10Z,181398,13.80,27.50,40.31,65.10,37.50,16
2023-06-16T22:24:30Z,181399,13.30,27.80,40.31,64.90,37.30,16
2023-06-16T22:24:49Z,181400,13.60,26.30,40.25,65.40,37.40,17
2023-06-16T22:25:08Z,181401,13.60,24.90,40.31,65.00,37.50,16
2023-06-16T22:25:28Z,181402,13.70,22.40,40.31,65.00,37.50,16
2023-06-16T22:25:47Z,181403,14.40,24.60,40.31,65.00,37.50,15
2023-06-16T22:26:06Z,181404,13.90,25.60,40.31,64.60,37.60,16
2023-06-16T22:26:26Z,181405,13.30,25.90,40.31,64.90,37.50,16
2023-06-16T22:26:45Z,181406,13.30,24.90,40.31,64.90,37.40,15
2023-06-16T22:27:05Z,181407,13.70,26.40,40.31,64.90,37.30,15
2023-06-16T22:27:24Z,181408,13.80,26.80,40.31,64.80,37.50,16
2023-06-16T22:27:43Z,181409,14.00,25.60,40.31,64.60,37.50,17
2023-06-16T22:28:03Z,181410,13.50,24.10,40.31,64.50,37.60,16
2023-06-16T22:28:22Z,181411,13.60,24.40,40.31,64.80,37.70,14
2023-06-16T22:28:42Z,181412,13.10,24.20,40.31,64.60,37.60,17
2023-06-16T22:29:01Z,181413,13.50,25.40,40.31,64.40,37.50,14
2023-06-16T22:29:20Z,181414,13.40,25.70,40.31,64.50,37.60,16
2023-06-16T22:29:40Z,181415,13.70,28.60,40.31,64.30,37.50,16
2023-06-16T22:29:59Z,181416,14.40,25.60,40.25,64.70,37.50,15
2023-06-16T22:30:18Z,181417,15.60,27.90,40.25,64.90,37.60,16
2023-06-16T22:30:38Z,181418,15.20,29.90,40.31,65.20,37.50,15
2023-06-16T22:30:57Z,181419,14.50,27.30,40.31,65.20,37.50,15
2023-06-16T22:31:17Z,181420,14.00,25.10,40.31,65.00,37.40,17
2023-06-16T22:31:36Z,181421,14.00,25.90,40.25,64.80,37.50,14
2023-06-16T22:31:55Z,181422,13.80,25.90,40.25,64.60,37.60,17
2023-06-16T22:32:15Z,181423,13.50,24.60,40.25,64.60,37.50,14
2023-06-16T22:32:34Z,181424,13.90,24.80,40.31,64.50,37.50,16
2023-06-16T22:32:54Z,181425,14.20,25.10,40.25,64.70,37.50,16
2023-06-16T22:33:13Z,181426,14.20,26.70,40.31,64.60,37.60,15
2023-06-16T22:33:32Z,181427,14.40,25.50,40.25,64.80,37.40,16
2023-06-16T22:33:52Z,181428,15.00,27.60,40.31,64.70,37.50,16
2023-06-16T22:34:11Z,181429,14.20,27.20,40.25,64.70,37.60,15
2023-06-16T22:34:31Z,181430,14.60,28.10,40.25,64.80,37.50,16
2023-06-16T22:34:50Z,181431,14.50,27.60,40.25,64.70,37.50,16
2023-06-16T22:35:09Z,181432,13.80,24.70,40.25,64.60,37.60,14
2023-06-16T22:35:29Z,181433,14.70,26.60,40.31,64.80,37.50,16
2023-06-16T22:35:48Z,181434,14.00,24.50,40.31,64.70,37.50,14
2023-06-16T22:36:08Z,181435,13.60,25.10,40.25,64.80,37.40,16
2023-06-16T22:36:27Z,181436,14.40,25.20,40.25,64.90,37.40,14
2023-06-16T22:36:46Z,181437,14.10,25.50,40.25,64.90,37.60,18
2023-06-16T22:37:06Z,181438,13.90,27.00,40.25,64.60,37.40,15
2023-06-16T22:37:25Z,181439,14.40,25.70,40.31,64.60,37.50,15
2023-06-16T22:37:44Z,181440,15.40,26.70,40.25,64.70,37.50,17
2023-06-16T22:38:04Z,181441,15.40,26.90,40.31,64.50,37.60,17
2023-06-16T22:38:23Z,181442,14.80,26.20,40.31,64.80,37.60,18
2023-06-16T22:38:43Z,181443,14.30,26.60,40.25,64.70,37.60,16
2023-06-16T22:39:02Z,181444,14.60,28.80,40.31,64.60,37.70,15
2023-06-16T22:39:21Z,181445,15.20,30.10,40.25,64.80,37.50,16
2023-06-16T22:39:41Z,181446,14.90,28.30,40.25,65.00,37.40,18
2023-06-16T22:40:00Z,181447,14.80,27.90,40.25,65.20,37.70,14
2023-06-16T22:40:19Z,181448,15.70,29.20,40.25,64.70,37.70,16
2023-06-16T22:40:39Z,181449,15.40,30.50,40.31,65.00,37.70,15
2023-06-16T22:40:58Z,181450,15.10,29.90,40.25,64.60,37.50,17
2023-06-16T22:41:17Z,181451,15.00,27.00,40.25,64.70,37.60,15
2023-06-16T22:41:37Z,181452,14.40,28.20,40.25,64.70,37.60,16
2023-06-16T22:41:56Z,181453,15.40,27.70,40.25,64.70,37.60,16
2023-06-16T22:42:16Z,181454,15.20,28.10,40.25,64.90,37.60,16
2023-06-16T22:42:35Z,181455,15.10,27.70,40.25,64.70,37.50,15
2023-06-16T22:42:55Z,181456,15.60,28.80,40.25,64.80,37.60,15
2023-06-16T22:43:15Z,181457,16.40,30.00,40.25,65.00,37.50,16
2023-06-16T22:43:34Z,181458,15.40,30.30,40.25,64.40,37.50,15
2023-06-16T22:43:54Z,181459,15.80,31.10,40.25,65.10,37.50,14
2023-06-16T22:44:13Z,181460,15.40,31.00,40.25,65.40,37.50,16
2023-06-16T22:44:32Z,181461,15.30,32.90,40.25,65.00,37.50,15
2023-06-16T22:44:52Z,181462,15.00,27.90,40.31,65.30,37.30,15
2023-06-16T22:45:11Z,181463,15.00,26.10,40.25,65.30,37.30,16
2023-06-16T22:45:31Z,181464,15.50,29.50,40.25,65.30,37.60,17
2023-06-16T22:45:50Z,181465,16.10,29.50,40.25,65.30,37.40,15
2023-06-16T22:46:09Z,181466,16.10,27.70,40.25,65.30,37.50,16
2023-06-16T22:46:29Z,181467,15.30,25.10,40.25,65.10,37.30,15
2023-06-16T22:46:48Z,181468,15.50,27.80,40.25,65.00,37.60,16
2023-06-16T22:47:07Z,181469,15.70,28.20,40.25,65.10,37.40,15
2023-06-16T22:47:27Z,181470,16.00,29.90,40.25,65.20,37.50,16
2023-06-16T22:47:46Z,181471,15.70,32.90,40.25,65.30,37.60,17
2023-06-16T22:48:06Z,181472,15.50,29.80,40.31,65.30,37.40,17
2023-06-16T22:48:25Z,181473,15.30,26.60,40.25,65.30,37.30,14
2023-06-16T22:48:44Z,181474,15.40,26.50,40.25,65.30,37.50,16
2023-06-16T22:49:04Z,181475,16.10,28.10,40.25,65.00,37.60,16
2023-06-16T22:49:23Z,181476,16.20,30.10,40.25,64.80,37.50,16
2023-06-16T22:49:42Z,181477,14.90,30.40,40.31,65.30,37.50,17
2023-06-16T22:50:02Z,181478,15.60,30.20,40.25,64.90,37.50,16
2023-06-16T22:50:21Z,181479,15.50,28.20,40.31,65.10,37.60,14
2023-06-16T22:50:41Z,181480,15.80,29.80,40.25,65.20,37.60,16
2023-06-16T22:51:00Z,181481,15.30,28.20,40.25,65.00,37.50,17
2023-06-16T22:51:19Z,181482,15.30,30.00,40.31,65.10,37.40,15
2023-06-16T22:51:39Z,181483,15.00,30.90,40.25,65.20,37.50,16
2023-06-16T22:51:58Z,181484,15.30,29.90,40.25,65.00,37.50,15
2023-06-16T22:52:18Z,181485,15.00,27.60,40.25,65.30,37.30,17
2023-06-16T22:52:37Z,181486,14.80,26.40,40.31,65.40,37.30,16
2023-06-16T22:52:56Z,181487,15.80,29.70,40.31,65.40,37.30,16
2023-06-16T22:53:16Z,181488,15.70,27.20,40.31,65.40,37.40,15
2023-06-16T22:53:35Z,181489,15.00,25.60,40.31,65.00,37.60,17
2023-06-16T22:53:55Z,181490,15.10,26.20,40.25,65.30,37.60,15
2023-06-16T22:54:14Z,181491,15.20,25.40,40.31,65.30,37.60,16
2023-06-16T22:54:33Z,181492,15.40,28.20,40.31,65.40,37.40,14
2023-06-16T22:54:53Z,181493,15.00,26.40,40.31,65.00,37.60,16
2023-06-16T22:55:12Z,181494,14.80,25.00,40.31,65.20,37.60,17
2023-06-16T22:55:32Z,181495,15.30,28.40,40.31,65.40,37.40,15
2023-06-16T22:55:51Z,181496,15.10,27.10,40.31,65.30,37.50,16
2023-06-16T22:56:10Z,181497,15.60,28.80,40.25,65.20,37.50,15
2023-06-16T22:56:30Z,181498,15.60,29.30,40.31,65.60,37.60,16
2023-06-16T22:56:49Z,181499,15.30,28.10,40.31,65.50,37.50,14
2023-06-16T22:57:09Z,181500,15.10,27.60,40.31,65.60,37.60,15
2023-06-16T22:57:28Z,181501,14.90,27.60,40.31,65.30,37.50,17
2023-06-16T22:57:47Z,181502,14.50,27.30,40.25,65.30,37.40,14
2023-06-16T22:58:07Z,181503,15.30,28.90,40.31,65.10,37.30,14
2023-06-16T22:58:26Z,181504,16.00,29.20,40.31,65.40,37.40,16
2023-06-16T22:58:46Z,181505,15.70,28.10,40.25,65.40,37.30,16
2023-06-16T22:59:05Z,181506,15.40,28.10,40.25,65.40,37.50,15
2023-06-16T22:59:24Z,181507,15.40,27.50,40.25,65.50,37.40,16
2023-06-16T22:59:44Z,181508,15.30,27.30,40.25,65.20,37.50,15
2023-06-16T23:00:03Z,181509,15.20,27.30,40.25,65.20,37.50,14
2023-06-16T23:00:22Z,181510,15.10,30.20,40.25,65.20,37.60,16
2023-06-16T23:00:42Z,181511,15.10,30.10,40.25,65.30,37.50,16
2023-06-16T23:01:01Z,181512,14.30,24.40,40.31,65.10,37.60,16
2023-06-16T23:01:21Z,181513,15.10,28.80,40.25,65.30,37.60,14
2023-06-16T23:01:40Z,181514,15.70,31.40,40.25,65.00,37.50,17
2023-06-16T23:01:59Z,181515,15.10,28.00,40.25,65.20,37.70,16
2023-06-16T23:02:19Z,181516,14.60,26.90,40.31,64.90,37.50,14
2023-06-16T23:02:38Z,181517,15.00,28.70,40.31,64.90,37.70,16
2023-06-16T23:02:58Z,181518,15.70,30.20,40.31,65.20,37.50,16
2023-06-16T23:03:17Z,181519,15.60,29.30,40.25,65.20,37.50,15
2023-06-16T23:03:36Z,181520,15.10,27.70,40.31,65.30,37.60,16
2023-06-16T23:03:56Z,181521,14.70,29.00,40.25,65.20,37.60,13
2023-06-16T23:04:15Z,181522,14.60,27.40,40.25,64.90,37.40,17
2023-06-16T23:04:35Z,181523,15.70,28.20,40.31,65.00,37.60,15
2023-06-16T23:04:54Z,181524,15.20,28.40,40.31,65.30,37.50,14
2023-06-16T23:05:13Z,181525,14.70,29.30,40.31,65.40,37.60,14
2023-06-16T23:05:33Z,181526,15.30,26.60,40.25,65.40,37.50,16
2023-06-16T23:05:52Z,181527,16.20,27.70,40.31,65.40,37.50,16
2023-06-16T23:06:11Z,181528,15.10,26.80,40.31,65.30,37.70,18
2023-06-16T23:06:31Z,181529,14.60,27.00,40.31,65.30,37.30,16
2023-06-16T23:06:50Z,181530,14.30,24.50,40.31,65.40,37.30,14
2023-06-16T23:07:10Z,181531,14.80,25.60,40.31,65.40,37.50,17
2023-06-16T23:07:29Z,181532,15.50,30.30,40.25,65.60,37.40,14
2023-06-16T23:07:49Z,181533,15.80,29.00,40.31,65.60,37.30,17
2023-06-16T23:08:08Z,181534,16.30,29.60,40.31,65.80,37.50,15
2023-06-16T23:08:27Z,181535,15.30,26.40,40.31,65.80,37.30,15
2023-06-16T23:08:47Z,181536,15.50,28.60,40.31,65.50,37.50,14
2023-06-16T23:09:06Z,181537,15.30,28.10,40.31,65.60,37.50,16
2023-06-16T23:09:25Z,181538,15.10,26.60,40.31,65.70,37.40,16
2023-06-16T23:09:45Z,181539,14.80,26.90,40.31,65.70,37.60,17
2023-06-16T23:10:04Z,181540,14.60,27.80,40.31,65.70,37.30,16
2023-06-16T23:10:23Z,181541,15.50,28.50,40.31,65.60,37.60,15
2023-06-16T23:10:43Z,181542,16.30,29.40,40.31,65.80,37.50,16
2023-06-16T23:11:02Z,181543,16.60,26.60,40.31,65.40,37.60,14
2023-06-16T23:11:22Z,181544,16.40,31.80,40.31,65.60,37.50,17
2023-06-16T23:11:41Z,181545,16.10,31.20,40.31,65.60,37.30,15
2023-06-16T23:12:00Z,181546,16.10,30.70,40.31,65.90,37.60,16
2023-06-16T23:12:20Z,181547,16.40,30.60,40.25,65.90,37.60,16
2023-06-16T23:12:39Z,181548,16.20,31.00,40.31,65.60,37.30,14
2023-06-16T23:12:58Z,181549,16.20,30.70,40.31,65.70,37.50,16
2023-06-16T23:13:18Z,181550,16.10,30.60,40.31,65.40,37.50,16
2023-06-16T23:13:37Z,181551,15.70,30.40,40.31,65.40,37.50,18
2023-06-16T23:13:57Z,181552,16.20,30.20,40.25,65.60,37.50,16
2023-06-16T23:14:16Z,181553,15.50,29.20,40.31,65.80,37.60,16
2023-06-16T23:14:35Z,181554,14.70,26.10,40.31,65.50,37.70,14
2023-06-16T23:14:55Z,181555,16.60,29.40,40.31,65.80,37.40,17
2023-06-16T23:15:14Z,181556,16.90,31.10,40.31,65.50,37.60,15
2023-06-16T23:15:34Z,181557,16.60,32.50,40.31,65.40,37.60,14
2023-06-16T23:15:53Z,181558,16.60,31.50,40.25,65.30,37.50,17
2023-06-16T23:16:13Z,181559,16.80,31.50,40.25,65.30,37.60,14
2023-06-16T23:16:33Z,181560,16.10,28.80,40.31,65.40,37.50,16
2023-06-16T23:16:53Z,181561,16.10,28.70,40.31,65.70,37.50,16
2023-06-16T23:17:33Z,181562,16.40,31.60,40.31,65.50,37.50,15
2023-06-16T23:17:53Z,181563,16.30,28.20,40.31,65.30,37.60,14
2023-06-16T23:18:13Z,181564,17.20,30.70,40.31,65.30,37.60,16
2023-06-16T23:18:32Z,181565,15.80,28.70,40.31,65.50,37.40,16
2023-06-16T23:18:52Z,181566,16.30,28.30,40.31,65.40,37.60,14
2023-06-16T23:19:12Z,181567,15.80,27.50,40.31,65.40,37.50,16
2023-06-16T23:19:31Z,181568,15.80,30.30,40.31,65.70,37.60,14
2023-06-16T23:19:51Z,181569,16.30,29.40,40.31,65.70,37.50,17
2023-06-16T23:20:10Z,181570,16.50,28.70,40.31,65.70,37.40,17
